chunk_id,source_file,doc_title,doc_type,product_family,entry_id,version,language,page,chunk_index,page_chunk_count,chunk_text,char_count,word_count,is_boilerplate
81318674_Programming_guideline_DOKU_v11_en_p3_c6,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,3,6,7,".......................................... 38
3.4.3 Local memory ..................................................................................... 39
3.4.4 Access speed of memory areas ......................................................... 40
3.5 Retentivity ........................................................................................... 41
3.6 Symbolic addressing .......................................................................... 42
3.6.1 Symbolic instead of absolute addressing ........................................... 42
3.6.2 ARRAY data type and indirect field accesses .................................... 44
3.6.3 STRUCT data type and PLC data types ............................................ 46
3.6.4 Slice access ....................................................................................... 47
3.7 Libraries ..............................................................................................",954,60,False
81318674_Programming_guideline_DOKU_v11_en_p3_c7,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,3,7,7,"...................................... 47
3.7 Libraries .............................................................................................. 48
3.7.1 Types of libraries and library elements .............................................. 48
3.7.2 Type concept ...................................................................................... 50
3.7.3 Differences for typifiable objects for controller and HMI .................... 50
3.7.4 Versioning of a block .......................................................................... 51
3.8 Process interrupts .............................................................................. 56
3.9 Other performance recommendations ............................................... 58",746,49,False
81318674_Programming_guideline_DOKU_v11_en_p4_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,4,1,2,"Table of Contents
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 4
Copyright ¤ Siemens AG 2013 All rights reserved
3.10 SCL programming language: Tips and tricks ..................................... 59
3.10.1 Using call templates ........................................................................... 59
3.10.2 What instruction parameters are mandatory? .................................... 60
3.10.3 Drag & drop with entire tag names ..................................................... 60
3.10.4 Efficiently inserting CASE instruction ................................................. 61
3.10.5 No manipulation of loop counters for FOR loop ................................. 61
3.10.6 FOR loop backwards .......................................................................... 62
3.10.7 Simple creating of instances for calls .................................................",903,85,False
81318674_Programming_guideline_DOKU_v11_en_p4_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,4,2,2,"................................................... 62
3.10.7 Simple creating of instances for calls ................................................. 62
3.10.8 Handling of time tags .......................................................................... 62
4 Hardware-Independent Programming ........................................................... 64
4.1 Data types of S7-300/400 and S7-1200/1500 .................................... 64
4.2 No bit memory but global data blocks ................................................ 65
4.3 Programming of ""clock bits"" ............................................................... 66
5 The Most Important Recommendations ........................................................ 68
6 Related Literature ............................................................................................ 69
7 History............................................................................................................... 69",974,64,False
81318674_Programming_guideline_DOKU_v11_en_p5_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,5,1,3,"1 Preface
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 5
Copyright ¤ Siemens AG 2013 All rights reserved
1 Preface
Aims for the development of the new SIMATIC control generation
x An engineering framework for all automation components (controller, HMI,
drives, etc.)
x Uniform programming
x Increased performance
x Full set of commands for every language
x Fully symbolic program generation
x Data handling even without pointer
x Reusability of created blocks
Aim of the guideline
The new control generation SIMATIC S7-1200 and S7-1500 has an up-to-date
system architecture, and together with the TIA Portal offers new and efficient
options of programming and configuration. It is no longer the resources of the
controller (e.g. data storage in the memory) that are paramount but the actual
automation solution.
This document gives you many recommendations and tips on the optimal
programming of S7-1200/1500 controllers.",940,143,False
81318674_Programming_guideline_DOKU_v11_en_p5_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,5,2,3,"ount but the actual
automation solution.
This document gives you many recommendations and tips on the optimal
programming of S7-1200/1500 controllers. Some differences in the system
architecture of the S7-300/400, as well as the thus connected new programming
options are explained in an easy to understand way. This helps you to create a
standardized and optimal programming of your automation solutions.
The examples described can be universally used for the controllers S7-1200 and
S7-1500.
Core content of this programming guideline
The following key issues on the TIA Portal are dealt with in this document:
x S7-1200/1500 innovations
– Programming languages
– Optimized blocks
x Recommendation on general programming
– Operating system and user program
– Storage concept
– Symbolic addressing
– Libraries
x Recommendations on hardware-independent programming
Advantages and benefits
Numerous advantages arise by applying these recommendations and tips:
x Powerful user program
x Clear program",998,146,False
81318674_Programming_guideline_DOKU_v11_en_p5_c3,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,5,3,3,"dent programming
Advantages and benefits
Numerous advantages arise by applying these recommendations and tips:
x Powerful user program
x Clear program structures
x Intuitive and effective programming solutions",209,28,False
81318674_Programming_guideline_DOKU_v11_en_p6_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,6,1,2,"2 S7-1200/1500 Innovations
2.1 Introduction
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 6
Copyright ¤ Siemens AG 2013 All rights reserved
2 S7-1200/1500 Innovations
2.1 Introduction
In general, the programming of SIMATIC controllers has stayed the same from S7-
300/400 to S7-1500. There are the familiar programming languages such as LAD,
FBD, STL, SCL or graph and blocks such as organization blocks (OBs), function
blocks (FBs), functions (FCs) or data blocks (DBs). I.e. already created S7-300/400
programs can be implemented on S7-1500 and already created LAD, FBD and
SCL programs on S7-1200 controller without any problems.
Additionally, there are many innovations that make programming easier for you and
which allow a powerful and storage-saving code.
We not only recommend implementing programs that are implemented for S7-
1200/1500 controllers 1:1 but also to check them for the new options and where
applicable, to use them.",957,145,False
81318674_Programming_guideline_DOKU_v11_en_p6_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,6,2,2,"ementing programs that are implemented for S7-
1200/1500 controllers 1:1 but also to check them for the new options and where
applicable, to use them. The additional effort is often limited and you get a program
code that is, for example,
optimal in terms of memory and runtime for the newer CPUs
easier to understand,
and easier to maintain.
Terms
Some terms have changed in order to make better handling with the TIA Portal
possible.
Figure 2-1: New terms in the TIA Portal
Symbol table PLC tags
STEP 7 V5.x STEP 7 (TIA Portal)
Tag table Monitoring table
UDT PLC data types",575,102,False
81318674_Programming_guideline_DOKU_v11_en_p7_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,7,1,3,"2 S7-1200/1500 Innovations
2.2 Programming languages
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 7
Copyright ¤ Siemens AG 2013 All rights reserved
Note You will find further information in the following entries:
What entries are available on the internet for the migration to STEP 7 (TIA
Portal) and WinCC (TIA Portal)?
http://support.automation.siemens.com/WW/view/en/58879602
What prerequisites have to be fulfilled in order to migrate a STEP 7 V5.x project
into STEP 7 Professional (TIA Portal)?
http://support.automation.siemens.com/WW/view/en/62101406
PLC migration for S7-1500 with STEP 7 (TIA Portal) V12
http://support.automation.siemens.com/WW/view/en/67858106
Programming recommendations for S7-1200 and S7-1500 with STEP 7 (TIA
Portal) V12
http://support.automation.siemens.com/WW/view/en/67582299
Why is it not possible to mix register passing and explicit parameter transfer with
the S7-1500 in STEP 7 (TIA Portal) V12?
Among others, the migration of STL programs to",999,129,False
81318674_Programming_guideline_DOKU_v11_en_p7_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,7,2,3,"le to mix register passing and explicit parameter transfer with
the S7-1500 in STEP 7 (TIA Portal) V12?
Among others, the migration of STL programs to S7-1500 is described in this
entry.
http://support.automation.siemens.com/WW/view/en/67655405
2.2 Programming languages
For the programming of a user program, various different programming languages
are available. Each language has its own advantages, which can be variably used,
depending on the application.",460,64,False
81318674_Programming_guideline_DOKU_v11_en_p7_c3,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,7,3,3,"various different programming languages
are available. Each language has its own advantages, which can be variably used,
depending on the application. Every block in the user program can therefore be
created in any programming language.
x Contact plan (KOP or LAD)
x Function plan (FUP or FBD)
x Structured Control Language (SCL)
x Graph, only S7-1500, planned for S7-1200
x Instruction list (AWL or STL), only S7-1500
Note You will find further information in the following entries:
What has to be observed when migrating a S7-SCL program in STEP 7 (TIA
Portal)?
http://support.automation.siemens.com/WW/view/en/59784006
What instructions cannot be used in STEP 7 V11 in an SCL program?
http://support.automation.siemens.com/WW/view/en/58002710
How can the constants be defined under STEP 7 V11 in a S7-SCL program?
http://support.automation.siemens.com/WW/view/en/58065411",874,122,False
81318674_Programming_guideline_DOKU_v11_en_p8_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,8,1,2,"2 S7-1200/1500 Innovations
2.3 Optimized machine code
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 8
Copyright ¤ Siemens AG 2013 All rights reserved
2.3 Optimized machine code
TIA Portal and S7-1200/1500 allow an optimized runtime performance in any
programming language. All languages are compiled the same, directly into the
machine code.
Advantages
x All programming languages have the same high performance (with the same
access types)
x No reduced performance through additional compiling with an intermediate
step via STL
Properties
The following figure displays the difference of the compilation of S7 programs into
machine code.
Figure 2-2: Machine code generation with S7-300/400 and S7-1200/1500
Maschine code
S7-300/400/WinAC
S7-300
S7-400
WinACS7-300/400/WinAC
SCL
LAD
FBD
STL
S7-1200/1500
Maschine code
S7-1200/1500
LAD
FBD
SCL STL
(only S7-1500)
S7-1500
S7-1200
x For S7-300/400 controllers LAD and FDP programs are first of all compiled in
STL before the machine",996,145,False
81318674_Programming_guideline_DOKU_v11_en_p8_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,8,2,2,"0
LAD
FBD
SCL STL
(only S7-1500)
S7-1500
S7-1200
x For S7-300/400 controllers LAD and FDP programs are first of all compiled in
STL before the machine code is created.
x For S7-1200/1500 controllers all programming languages are directly compiled
into machine code.
2.4 Block creation
All blocks such as OBs, FBs and FCs can be programmed directly in the desired
programming language. Thus no source has to be created for SCL programming.
You only select the block, and SCL as programming language. The block can then
be directly programmed.",541,90,False
81318674_Programming_guideline_DOKU_v11_en_p9_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,9,1,2,"2 S7-1200/1500 Innovations
2.5 Optimized blocks
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 9
Copyright ¤ Siemens AG 2013 All rights reserved
Figure 2-3: “Add new block” dialog
2.5 Optimized blocks
S7-1200/1500 controllers have optimized data storage. In optimized blocks all data
types are automatically sorted. The sorting ensures that the data gaps between the
data types are reduced to a minimum and that they are stored access-optimized for
the processor.
Non-optimized blocks only exist for reasons of compatibility in S7-1200/1500.
Advantages
x The access is always as fast as possible, since the file storage is optimized by
the system and is independent of the declaration.
x No danger of inconsistencies due to faulty, absolute accesses since the access
is generally symbolic.
x Declaration changes do not lead to access errors since, for example, HMI
accesses are performed symbolically.
x Individual tags can be specifically defined as “retain”.
x No settings in the",998,154,False
81318674_Programming_guideline_DOKU_v11_en_p9_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,9,2,2,"ss errors since, for example, HMI
accesses are performed symbolically.
x Individual tags can be specifically defined as “retain”.
x No settings in the instance data block are necessary. Everything is set in the
assigned FB (e.g. retentivity).
x Memory reserves in the data block make it possible to change the actual
values without any loss (see chapter 3.2.7 Downloading without reinitialization)",397,62,False
81318674_Programming_guideline_DOKU_v11_en_p10_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,10,1,1,"2 S7-1200/1500 Innovations
2.5 Optimized blocks
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 10
Copyright ¤ Siemens AG 2013 All rights reserved
2.5.1 S7-1200: Setup of optimized blocks
Figure 2-4: Optimized block of S7-1200
B
y
t
e
s
Bits
0 1 2 3 4 5 6 7
W1
W2
B1
X1 X2 X3 X4
B
y
t
e
s
Bits
0 1 2 3 4 5 6 7
0 X1
1 B1
2 X2 X3
3
4
W1
5
6 X3
7
8
W2
9
OptimizedStandard
Standard block Optimized block
Properties
x No data gaps are formed since larger data types are located at the beginning
of the block and smaller ones at the end.
x Only the symbolic access exists for optimized blocks.
2.5.2 S7-1500: Setup of optimized blocks
Figure 2-5: Optimized block of S7-1500
B
y
t
e
s
Bits
0 1 2 3 4 5 6 7
W1
W2
B1
X1
X2
X3
X4
B
y
t
e
s
Bits
0 1 2 3 4 5 6 7
0 X1
1 B1
2 X2 X3
3
4
W1
5
6 X4
7
8
W2
9
Standard block Optimized block
Standard
Reserve
Optimized
Properties
x No data gaps are formed since larger data types are located at the beginning
of the block and smaller ones at the end.",997,222,False
81318674_Programming_guideline_DOKU_v11_en_p11_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,11,1,4,"2 S7-1200/1500 Innovations
2.5 Optimized blocks
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 11
Copyright ¤ Siemens AG 2013 All rights reserved
x Fast access due the best possible storage in the processor (All data is stored
in a way so that the processor of the S7-1500 can directly read or write all data
with just one machine command).
x Boolean tags are stored as byte for faster access.",410,70,False
81318674_Programming_guideline_DOKU_v11_en_p11_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,11,2,4,"the processor of the S7-1500 can directly read or write all data
with just one machine command).
x Boolean tags are stored as byte for faster access. The controller therefore
does not have to mask the access.
x Optimized blocks have a memory reserves for reloading in running operation
(see chapter 3.2.7 Downloading without reinitialization).
x Only the symbolic access exists for optimized blocks.
2.5.3 Best possible data storage in the processor on S7-1500
For reasons of compatibility to the first SIMATIC controllers the “Big-Endian”
principle of data storage was adopted in the S7-300/400 controllers.
The new S7-1500 controller generation always accesses 4 byte (32 bit) in “Little-
Endian” sequence due to the changed processor architecture. This results in the
following system-specific properties.
Figure 2-6: Data access of a S7-1500 controller
B
y
t
e
s
Bits
01234567
0 BYTE
1
2
REAL
3
4
5
6XX
7
8
WORD
9
B
y
t
e
s
Bits
01234567
REAL
WORD
BYTE
X
X
Standard block
max.",980,166,False
81318674_Programming_guideline_DOKU_v11_en_p11_c3,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,11,3,4,"ss of a S7-1500 controller
B
y
t
e
s
Bits
01234567
0 BYTE
1
2
REAL
3
4
5
6XX
7
8
WORD
9
B
y
t
e
s
Bits
01234567
REAL
WORD
BYTE
X
X
Standard block
max. 64kB
Optimized block
max. 16MB
Standard
Reserve
1
0 Little Endian
Copying requires time due to resorting!
Optimized
0
1 Big Endian
0
1
2
3 Big Endian
Conversion for
processor access:
Big ÆLittle Endian
Best possible processor
data storage:
No conversion
required.
3
2
1
0 Little Endian
1
2
1
2
Table 2-1: Data access of a S7-1500 controller
Standard block Optimized block
1. In the event of an unfavorable offset,
the controller needs 2x16 bit accesses
in order to be able to read a 4 byte
value (e.g. REAL value).
In addition the bytes have to be
changed.
The controller stores the tags, access
optimized. An access is performed with
32 bit (REAL).
A changing of the bytes is not
necessary.
2.",845,165,False
81318674_Programming_guideline_DOKU_v11_en_p11_c4,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,11,4,4,"be
changed.
The controller stores the tags, access
optimized. An access is performed with
32 bit (REAL).
A changing of the bytes is not
necessary.
2. The complete byte is read and masked
per bit access.
The complete byte is blocked for any
other access.
Each bit is assigned a byte.
When accessing, the controller does not
have to mask the byte.
3. Maximum block size is 64kB. Maximum block size can be up to
16MB.",414,76,False
81318674_Programming_guideline_DOKU_v11_en_p12_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,12,1,2,"2 S7-1200/1500 Innovations
2.5 Optimized blocks
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 12
Copyright ¤ Siemens AG 2013 All rights reserved
Recommendation
x Always only use optimized blocks.
– They do not require absolute addressing and can always be addressed
with symbolic data (object related). Indirect addressing is also possible with
symbolic data (see chapter 3.6.2 ARRAY data type and indirect field
accesses).
– The processing of optimized blocks in the controller is much faster than
with standard blocks.
x Avoid the copying of data between optimized and non-optimized blocks. The
required conversion between source and destination format requires high
processing time.
x Avoid the assignment of optimized to non-optimized tags. Here, the storage
formats are also converted.
Example: Setting optimized block access
The optimized block accesses for all newly created blocks for S7-1200/1500 is
enabled by default. Block access can be set for OBs, FBs and global DBs.",999,151,False
81318674_Programming_guideline_DOKU_v11_en_p12_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,12,2,2,"The optimized block accesses for all newly created blocks for S7-1200/1500 is
enabled by default. Block access can be set for OBs, FBs and global DBs. For
instance DBs, the setting depends on the respective FB.
The block access is not reset automatically when a block is migrated from a
S7-300/400 controller to a S7-1200/1500. You can change the block access later
on to “optimized block access”. You need to recompile the program after changing
the block access. If you change the FBs to “optimized block access”, the assigned
instance data blocks are automatically updated.
Follow the instructions below, in order to set the optimized block access.
Table 2-2: Setting optimized block access
Step Instruction
1. Click the “Maximizes/minimizes the Overview” button in the project navigation.
2. Navigate to “Program blocks“.",825,131,False
81318674_Programming_guideline_DOKU_v11_en_p13_c1,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,13,1,2,"2 S7-1200/1500 Innovations
2.5 Optimized blocks
Programming Guideline for S7-1200/1500
V1.1, Entry ID: 81318674 13
Copyright ¤ Siemens AG 2013 All rights reserved
Step Instruction
3. This is where you see all blocks in the program and whether they are optimized
or not. In this overview the “Optimized block access” status can be conveniently
changed.
Note: Instance data blocks (here “Function_block_1_DB”) inherit the “optimized”
status from the respective FB. This is why the “optimized” setting can only be
changed on the FB.",529,82,False
81318674_Programming_guideline_DOKU_v11_en_p13_c2,81318674_Programming_guideline_DOKU_v11_en.csv,"Programming Guideline for S7-1200/S7-1500 (STEP 7, TIA Portal)",Programming Guideline,S7-1200/S7-1500,81318674,1.1,en,13,2,2,"(here “Function_block_1_DB”) inherit the “optimized”
status from the respective FB. This is why the “optimized” setting can only be
changed on the FB. After the compilation of the project the DB accepts the
status depending on the respective FB.
Display of optimized and non-optimized blocks in the TIA Portal
In the two following figures the differences between an optimized and a non-
optimized instance DB can be seen.
For a global DB there are the same differences.
Figure 2-7: Optimized data block (without offset)
Figure 2-8: Non-optimized data blocks (with offset)
Table 2-3: Difference: optimized and non-optimized data block
Optimized data block Non-optimized data block
Optimized data blocks do not have an
“offset” of the tags since the addressing is
only symbolic.
Non-optimized blocks have an “offset” and
can be addressed directly.
In optimized blocks every tag can be
declared with “Retain”.
However, in non-optimized blocks only all
or no tags can be declared with “Retain”.",990,156,False
